,Staphylococcus aureus subsp. aureus MRSA252,Streptococcus pyogenes MGAS9429,Staphylococcus aureus subsp. aureus MRSA252,Helicobacter acinonychis str. Sheeba,Vibrio cholerae O1 biovar El Tor str. N16961,Mycobacterium tuberculosis SUMu007,Janibacter sp. HTCC2649,Janibacter sp. HTCC2649,Alicycliphilus denitrificans BC,Escherichia coli SE15,Streptococcus pneumoniae CDC1873-00,Streptococcus pneumoniae CDC1873-00,Mycobacterium smegmatis str. MC2 155,Bacteroides sp. 2_2_4,Bacillus mycoides DSM 2048,Myxococcus xanthus DK 1622,Roseburia intestinalis L1-82,Escherichia sp. 3_2_53FAA,Streptococcus pneumoniae P1031,Bacillus cereus Rock4-2,Helicobacter pylori J99,Roseobacter sp. AzwK-3b,Helicobacter pylori J99,Subdoligranulum variabile DSM 15176,Enterococcus faecalis T1,Borrelia hermsii DAH,Borrelia hermsii DAH,Sphingomonas sp. SKA58,Prochlorococcus marinus str. MIT 9312,Prochlorococcus marinus str. MIT 9312,Acinetobacter baumannii ATCC 17978,Acinetobacter baumannii ATCC 17978,Comamonas testosteroni KF-1,Thiomonas intermedia K12,Thiomonas intermedia K12,Enterococcus faecium E1162,Phaeobacter gallaeciensis BS107,Lactobacillus paracasei subsp. paracasei 8700:2,Streptococcus pneumoniae ATCC 700669,Clostridium perfringens E str. JGS1987,Kangiella koreensis DSM 16069,Agrobacterium radiobacter K84,Escherichia coli O157:H7,Janthinobacterium sp. Marseille,Janthinobacterium sp. Marseille,Francisella tularensis subsp. tularensis SCHU S4,Bacillus cereus F65185,Geobacter lovleyi SZ,Streptococcus pneumoniae 23F,Providencia alcalifaciens DSM 30120,Streptococcus salivarius SK126,Streptococcus sp. oral taxon 071 str. 73H25AP,Acinetobacter sp. 6013150,Alicycliphilus denitrificans BC,Brucella abortus bv. 1 str. 9-941,Brucella abortus biovar 1 str. 9-941,Escherichia coli 042,Escherichia coli 042,Staphylococcus epidermidis SK135,Dehalococcoides sp. CBDB1,Borrelia burgdorferi 72a,Salmonella typhimurium LT2,Porphyromonas endodontalis ATCC 35406,Haemophilus influenzae Rd KW20,Haemophilus influenzae Rd KW20,Lactobacillus jensenii 27-2-CHN,Enterococcus faecium TX0133C,Dehalococcoides sp. BAV1,Sphingopyxis alaskensis RB2256,Rhodococcus erythropolis SK121,Roseovarius nubinhibens ISM,Meiothermus ruber DSM 1279,Meiothermus ruber DSM 1279,Meiothermus ruber DSM 1279,Roseovarius nubinhibens ISM,Lactobacillus vaginalis ATCC 49540,Burkholderia pseudomallei Pasteur 52237,Burkholderia pseudomallei Pasteur,Clostridium botulinum Ba4 str. 657,Lactobacillus brevis ATCC 367,Lactobacillus brevis ATCC 367,Neisseria cinerea ATCC 14685,Burkholderia pseudomallei 1655,Escherichia coli B171,Escherichia coli B171,Bacteroides sp. 3_1_40A,Mesoplasma florum L1,Mesoplasma florum L1,Lactobacillus iners ATCC 55195,Spirochaeta thermophila DSM 6192,Thermus aquaticus Y51MC23,Desulfitobacterium hafniense DCB-2,Shigella dysenteriae 1617,Desulfitobacterium hafniense DCB-2,Lactococcus lactis subsp. lactis KF147,Escherichia coli E24377A,Haemophilus influenzae 22.1-21,Pseudomonas fluorescens Pf0-1,Streptococcus pyogenes MGAS315,Streptococcus pyogenes MGAS315
Burkholderia pseudomallei Pasteur 52237,-2488.4123545252082,13137.135763328271,-2761.6800202591185,-1218.7925727574777,-71.01999299740058,2252.499910990251,1702.0061641734699,412.973640470705,-1733.0315014978848,-2515.219472625493,16409.673636828233,12028.707608898641,-1065.2457737854943,-1277.8222098828853,7239.857781441502,5096.215598018199,-2766.06940639739,-678.2509548559754,19381.582080214685,2655.1049372327348,-2324.843798633289,104.47848034022577,446.9105909800112,-542.9996744066451,-4658.193635575379,1623.993975983084,915.9935939050393,-4988.526101928877,-237.62297664398815,686.844153464371,977.9846940490236,-679.9907108434069,-5690.004126029582,-1566.2420887589192,-3471.005247267303,16.397963289194927,1037.8830848931814,-5047.902471491023,11865.620108756095,-211.82183744678633,-841.1419932389437,-1365.0206864326383,-351.2488516086209,-3626.0012275176487,-4165.534129633685,-1149.9966356003906,-16705.91591941584,-1717.5034533298629,11733.920214961556,-3204.5355770316073,21431.88673962355,9447.881286141295,1329.3868867535718,2041.986248621446,-1892.990164269261,-1913.9982862128272,4173.826705417371,4705.921999655273,-1404.3719281032716,-614.0054948295328,1723.0069708271228,-1597.0957618672933,7276.0204131445635,-174.93752528252918,1984.7048306369493,13799.365521310172,14400.19597363062,-8307.662309979542,-7920.761793819055,-2762.951522550541,84.99887490650212,1540.9694063309926,-4607.305208233343,-2526.058031661409,-5497.030636960434,14220.413844692639,-3172.998000796269,-3172.998047724457,-3172.6597356877505,-3168.646085186839,-3168.6432141554296,-3171.9712399132327,-3173.000352302071,-3172.9983322243916,-3172.9975002571873,-3173.9815114116973,-3170.977760734863,-3168.8783985074488,-3166.945245650057,-3171.0186222487087,-3168.994938322013,-3171.98523316359,-3172.9964083809887,-3173.9734845604135,-3173.994095648233,-3172.9968241628526,-3170.0172093075703,-3169.996895671166,-3170.6524560875973,-3171.6904855643584
Burkholderia pseudomallei Pasteur,-2491.284978010961,13136.825799889657,-2761.461182097699,-1219.8420485782528,-71.02858331380759,2252.476693949615,1702.0188231610064,412.9724590930998,-1733.000928234908,-2514.957275475267,16409.633561237308,12028.646994775838,-1064.9981566745614,-1277.5010609107185,7240.025661837832,5096.226966800538,-2765.8686735304173,-679.007871161398,19381.445839012496,2655.4442817626896,-2325.99911544937,104.00100014977986,446.9542986729685,-543.0009494530079,-4657.57498362496,1623.9921585243899,915.9921592800805,-4988.5329476686775,-238.00469103331537,686.4992375130087,978.043594024184,-680.0003546155865,-5690.002458584037,-1565.9922219707448,-3471.004175668028,16.730032023757737,1037.885145070724,-5047.806713895469,11865.540143985401,-211.99698713879272,-841.0110288805821,-1365.0213348207676,-352.0074952544088,-3625.9977528155014,-4165.5426569703595,-1149.995529805497,-16704.966243953673,-1717.4981326546535,11733.87479577223,-3204.504038743956,21431.590138026222,9447.906558249408,1329.067220402346,2041.9864579667924,-1893.9959011513474,-1913.999975457156,4173.003391028313,4705.996951242444,-1403.7547472442122,-614.0079916037481,1723.0065810292347,-1596.9948429124136,7276.023805026158,-175.01588017849664,1983.9539089116574,13799.320282242508,14400.020065627172,-8307.615897115154,-7920.918418011794,-2761.970499348301,85.00021449732071,1540.983532067344,-4606.990996233837,-2524.54001579098,-5497.041447437287,14219.93647472524,-3172.998047724457,-763.9989999534246,-772.0391726106179,-775.7769473176236,-775.7614544249609,-774.8209492443129,-764.0005331384981,-762.0211442830011,-763.0048467211732,-771.0434678164644,-765.7413530815737,-773.8109876072401,-773.085727832645,-763.9802888426551,-764.0128626860812,-774.0146668103087,-770.0154107958012,-775.0369164918051,-773.0349835938175,-762.0055067199507,-769.0060938303392,-772.7603618684172,-772.8464542722995,-771.7850006509916
Clostridium botulinum Ba4 str. 657,-2488.540957738444,13141.074982932894,-2760.877278689343,-1219.270441837091,-77.03203549366246,2255.0165071883025,1702.9999674132985,414.49418583927974,-1732.9771995660153,-2514.9942651717943,16408.742792883433,12027.840387614888,-1066.963337541993,-1277.997954951682,7241.258976081266,5097.008876962442,-2762.198091128809,-681.0008199866102,19381.341022801753,2652.047463294214,-2326.001038256204,102.99830245642468,446.8885877888207,-543.0063852333979,-4660.576121264739,1623.9807547277921,916.9965636002152,-4987.990121411468,-237.80784577103242,685.7971038664463,976.0219165489995,-678.0270636385748,-5692.002996430105,-1564.9921662149081,-3472.0066106608692,21.012138072795548,1038.9365756819623,-5046.888489299684,11865.811315916319,-212.99585018122275,-841.9597189258914,-1363.010547072251,-353.9890027358948,-3626.9769543066045,-4169.999144583933,-1151.991757135988,-16705.752007735508,-1721.0099132139037,11732.873226292504,-3205.093872677373,21427.167675468812,9447.065051139163,1323.9715026835433,2039.8084876387404,-1892.9562949939054,-1913.9742152436077,4171.979333407229,4703.967358493851,-1405.3913296311944,-613.9987692196133,1721.0607852078083,-1599.022936815962,7282.9930661064955,-175.96493678053386,1982.1069239576686,13799.043470385313,14400.998004638945,-8308.996954451779,-7921.881585654124,-2762.9805420881066,84.0014136564311,1541.9751107698949,-4610.2166411579465,-2521.993400122852,-5495.985058019077,14220.29015732251,-3172.6597356877505,-772.0391726106179,-523.0020000096519,-526.9975854575121,-527.0088495445742,-526.9644784731222,-522.8913049702054,-523.0858679507046,-522.9957594458388,-523.0025780192118,-524.9422785245105,-519.8196191979475,-528.0134596225006,-523.0002340866108,-523.1481464526569,-525.0029240884165,-523.0522654035823,-523.0062555388402,-525.0014238598962,-523.0555575770884,-528.0434745804362,-523.0062956374479,-527.5812919354771,-527.8972179959369
Lactobacillus brevis ATCC 367,-2488.052408389844,13143.009103011882,-2762.545596191284,-1218.3232781490185,-73.07340912577209,2251.484954256251,1702.9862864127895,409.92284866472687,-1727.0055263774768,-2510.294720488262,16415.013472889463,12027.011954922054,-1066.0105124146348,-1279.0236688180403,7239.69552551921,5096.492304988718,-2768.992642704978,-680.3933453375735,19379.994280719602,2649.523670323492,-2325.971683179134,103.01396986931518,445.9591664416864,-541.0032206928539,-4658.213944639126,1623.9864238787568,918.9895830656993,-4991.221032258891,-236.0016905206505,691.1663334383703,978.0009423028324,-683.9534147191363,-5692.038394822684,-1564.9920481019142,-3471.0062825394375,15.037643139926969,1037.9650158285253,-5048.05359641027,11866.009103294107,-213.0051315221486,-843.0298359991745,-1363.0160695131885,-353.03969708238947,-3624.7586318288545,-4169.535257520194,-1150.9900296227763,-16705.157717948554,-1718.5319563968353,11732.006127084964,-3206.565280995708,21430.98880534804,9453.039484108745,1328.0118434896358,2048.3664208691102,-1891.9546737543417,-1909.969279152436,4167.97953876072,4694.9240942573615,-1405.298957195539,-612.0110148005211,1720.0006876327764,-1597.6739396449102,7266.9894983705,-178.9958474402124,1982.1433075760647,13799.00045332463,14398.998474454389,-8307.984403073926,-7921.301860446631,-2762.938053670623,83.99344320364091,1539.995490480904,-4608.175524029291,-2522.461000306997,-5498.040888193828,14224.657225279607,-3168.646085186839,-775.7769473176236,-526.9975854575121,5974.999999958902,5975.000547020687,5976.374037822016,5975.1277168427305,5974.974261134364,5974.494841063869,5973.43714750597,5976.2557539644995,5979.4388094146425,5974.001503540459,5974.893338566177,5974.725986991508,5975.505582953117,5974.613678528238,5975.391229816283,5975.065932974294,5974.559082131871,5975.035560934538,5973.803644984043,5974.903618813676,5976.020022693841
Lactobacillus brevis ATCC 367,-2488.330951721198,13143.006844204121,-2762.5637116075673,-1216.3102706682419,-78.0676678370245,2251.4890822537513,1702.9921552685666,409.4315436836886,-1727.009963839707,-2510.768826812915,16415.01973672846,12027.01976599167,-1066.0200203402787,-1279.0167474239936,7239.496854689538,5095.9853236540375,-2768.9889289164025,-680.3456774532832,19379.998072767656,2649.537592392963,-2325.9911553908,102.0132840835774,445.97106757625227,-538.0173962659313,-4658.202304036748,1623.97929808058,919.0096112805937,-4991.253953328146,-236.00324740682336,690.4941205309415,978.014411392056,-683.9288304273101,-5692.031653173415,-1564.9938272577037,-3471.512041017974,15.017564128379393,1037.9686319075,-5047.99374632921,11866.016635305825,-213.00663975556557,-843.0318642324723,-1364.0163158457917,-352.99083678727084,-3624.722787325818,-4169.486182818823,-1150.9900536772127,-16705.31737824906,-1719.522167433962,11730.01267904016,-3207.591531468702,21430.991837756403,9453.035574040314,1327.9902727459785,2044.3413230425601,-1891.9883431678143,-1909.92751170142,4167.949763696914,4694.8647434477425,-1405.3537660412533,-612.0046992268547,1719.9899497472427,-1597.673742744209,7266.887730040223,-181.9879074864652,1984.1554260540838,13798.997974006945,14399.001995900508,-8307.99112443458,-7921.3291496938045,-2766.9584002791516,83.94443358918657,1539.9438495279344,-4608.148859713254,-2522.461193496831,-5498.031007931918,14224.745329091178,-3168.6432141554296,-775.7614544249609,-527.0088495445742,5975.000547020687,5312.001000588161,5313.344468208526,5311.5162347316655,5311.548022442948,5311.029995148288,5310.339346188465,5313.5022884668815,5309.778116318299,5307.044761529509,5311.7940482441245,5313.232649984667,5313.578249685616,5310.923089007233,5311.643812303857,5311.984365282341,5311.059376622848,5311.143581119431,5310.577407356139,5311.5877674135445,5312.284886296488
Neisseria cinerea ATCC 14685,-2495.893018163031,13141.504601203776,-2762.0951876381846,-1220.603144756349,-72.54429223301555,2251.990853392817,1701.9741869791012,411.97468616624747,-1733.524195462845,-2515.490510927353,16409.74577735659,12031.082216221297,-1067.377605359799,-1279.6011258774522,7240.674123137412,5091.689228640665,-2762.0596846661842,-679.9017737612679,19380.917124167496,2653.609423814866,-2326.3164928623873,102.83414043715631,444.94733161802407,-544.0195374681058,-4657.647666374958,1623.987344005387,918.5074396692743,-4989.506078912679,-237.9673191330765,686.7818430414596,976.9489790139768,-680.001011411915,-5693.006718109528,-1565.2551084224206,-3472.43217148441,17.29559751890232,1035.4622683138946,-5050.830205042058,11864.890498139033,-216.44644549005542,-840.7303960335573,-1361.5494856120197,-352.88870910435423,-3631.9965122572403,-4169.490847898556,-1150.972587129021,-16705.86697051496,-1714.4958089623997,11736.149352373472,-3205.500779718391,21427.52665731073,9454.268022510143,1325.12832908974,2038.8998358438012,-1893.1474958815472,-1913.9943189104686,4173.487851074403,4705.498007596027,-1404.8037363343772,-614.0019318752351,1720.0256553002696,-1598.0032079229695,7277.637271645951,-174.98439074065882,1981.6209591604459,13798.09791290842,14402.89454948713,-8305.077450243185,-7923.14875783531,-2766.9656994856673,84.01239694897329,1535.2034860893289,-4610.388508271181,-2525.4353496944077,-5498.486821844479,14219.610984133464,-3171.9712399132327,-774.8209492443129,-526.9644784731222,5976.374037822016,5313.344468208526,-3062.99900008618,-3063.0000720683897,-3062.998796391069,-3062.9993008590463,-3063.998051784167,-3062.9929809550913,-3068.9861544722876,-3066.004803068223,-3063.009643255771,-3066.0119876453223,-3062.99770303602,-3065.997662300081,-3062.979625974156,-3062.999940116968,-3063.0009139744075,-3062.9991063650696,-3062.9997843052615,-3066.007548118409,-3066.0208148129855
Burkholderia pseudomallei 1655,-2488.357680639437,13136.827036591274,-2761.463826271403,-1219.8420776757807,-71.02771780168365,2252.4792065987594,1702.0082739701095,412.97272650799715,-1733.0033911196276,-2514.9941090929187,16409.71944808494,12028.69070771303,-1064.998266631023,-1277.501969548975,7240.076994329685,5096.278013629653,-2765.884286351391,-679.0069050995307,19381.527349354936,2655.341612148853,-2326.000228407715,104.00094291694731,446.9671896477823,-542.9998623647883,-4658.463972243736,1623.991879258473,915.9911639523596,-4988.527917693101,-238.00318442433803,686.4998702890307,978.0252667552139,-679.9998876741344,-5690.006274654235,-1565.9957211151195,-3471.0039797606205,16.631679210798545,1037.9042663909504,-5047.523194287052,11865.621882024534,-211.99822935598556,-841.0091000572106,-1365.0208732531046,-352.0056919060796,-3626.001481527642,-4165.536880538037,-1149.9960444823782,-16705.007423649986,-1714.5026307041408,11733.84664246028,-3204.566094130734,21431.5926068128,9447.903384317558,1329.060366018108,2041.9854414952852,-1892.990362981627,-1913.9995709732761,4172.998370847681,4705.992510109403,-1404.7910159077303,-614.0094695782508,1723.007769873103,-1596.9967774863808,7276.025050154281,-175.0087227136033,1983.9733945034757,13799.559340242526,14400.051825156763,-8307.692112349883,-7920.964468866056,-2761.98206718344,84.99968047341967,1540.9564675450265,-4606.9911556893385,-2526.5030267520697,-5497.037178945297,14220.097694929576,-3173.000352302071,-764.0005331384981,-522.8913049702054,5975.1277168427305,5311.5162347316655,-3063.0000720683897,-1570.996999185221,-1570.9938998230664,-1570.9957874642107,-1571.9905029890488,-1569.3756200049,-1568.7914146570463,-1565.9560994733672,-1570.987562886724,-1570.0268624498724,-1569.9828741920949,-1570.995117392204,-1571.980937243965,-1571.9871647789687,-1570.9947692188734,-1571.0001399382888,-1570.9962765507812,-1566.6417640931497,-1567.6136811750189
Escherichia coli B171,-2491.4203690816066,13136.869090610327,-2760.3399980711283,-1220.9871819292964,-71.00230796468466,2253.0003752711336,1701.9968173081268,413.0001967701419,-1732.993871796389,-2514.9918313708927,16409.70062446094,12028.726785744777,-1064.9984479912582,-1278.0017218309697,7239.764961418286,5097.250056994269,-2769.0056236741275,-677.9949214344103,19381.630703049697,2655.331061621758,-2326.999455010155,103.99866733216864,446.9835852133638,-542.9987215843472,-4659.414362004207,1623.9936073422036,915.9944196891806,-4988.0072785056855,-238.00232994185674,685.9982460295255,975.9809372884594,-677.9670506294942,-5689.998470467062,-1565.9973553023278,-3470.9994051297995,12.304617900339023,1037.8928712606962,-5044.390639879223,11865.732994839304,-212.99976974697492,-840.9984807425558,-1365.007355104436,-351.99977449411404,-3624.9979898493916,-4167.995398747203,-1149.9956853936521,-16700.388791099544,-1718.007111969764,11733.932167206382,-3205.000739952059,21431.771983044087,9448.117651006052,1327.9019162437748,2043.0122032950997,-1893.9839761627045,-1913.991757329193,4174.997423298847,4705.9894950207345,-1403.8491685070007,-613.9995151345217,1723.0047610930897,-1596.9960432075477,7276.013555131523,-175.00077058361035,1982.01192418268,13798.872178448264,14400.036055436422,-8308.238317518288,-7920.8417168400765,-2765.000870662355,84.99698533574932,1544.9895506954038,-4606.982376567417,-2522.0232859212265,-5496.004074106986,14220.301856361011,-3172.9983322243916,-762.0211442830011,-523.0858679507046,5974.974261134364,5311.548022442948,-3062.998796391069,-1570.9938998230664,-1899.0019997470104,-1899.0016798800445,-1899.9981177429024,-1966.8225823413015,-1963.2251639298224,-1901.0315102717686,-1899.9911843347586,-1902.0501058933364,-1899.983044444345,-1899.002115251025,-1900.0087507880166,-1969.0348298831982,-1899.0034379342594,-1968.016173962559,-1899.9951936672767,-1968.7635362508227,-1969.7287424604247
Escherichia coli B171,-2492.2942418518805,13136.812034055032,-2759.4862802952484,-1219.8387592189872,-71.00497042951342,2252.493272251389,1702.0065227825244,412.9930163072869,-1732.9887349827964,-2514.9901384166087,16409.620827055664,12028.631345109481,-1065.002456526878,-1278.0013615223063,7239.275093920241,5096.73146450996,-2769.013855124258,-677.9961382221635,19381.56040090515,2655.3439952301696,-2326.9992361354325,103.99823453827379,446.97877542694835,-543.0030825099806,-4659.2361669470365,1623.9929416755456,915.9937925542797,-4988.512741948272,-238.00401047106124,686.4994765667664,975.8510046673982,-677.9553144321183,-5689.994240611919,-1565.9965370122882,-3471.0018354325143,12.619361180846674,1037.82315244142,-5045.088018195269,11865.662307945926,-212.99738981582155,-841.0018241945767,-1365.0075469230553,-352.00150740441666,-3627.9980773751467,-4168.006757454131,-1149.99443558724,-16700.482024333614,-1720.4878851480523,11733.918217262326,-3204.4996973923653,21431.7394162018,9448.203214554911,1328.0048394206983,2043.0144643197502,-1893.9880420761228,-1913.9883929497837,4174.996669025954,4705.990004568962,-1403.8482089858612,-613.9993871574889,1723.0054511725764,-1596.9946662038444,7276.016040515444,-175.00208021394047,1982.0104561885291,13798.98971901017,14399.969908357642,-8308.218522824614,-7920.880957450774,-2764.995864103163,84.99737601760097,1541.9999626633028,-4607.013600368174,-2522.5312935987727,-5497.004646564636,14220.19892699065,-3172.9975002571873,-763.0048467211732,-522.9957594458388,5974.494841063869,5311.029995148288,-3062.9993008590463,-1570.9957874642107,-1899.0016798800445,-1838.9980004662202,-1840.0057307343827,-1842.5256725990753,-1830.205383908166,-1840.0329643909688,-1839.0194523333737,-1840.0068154197972,-1842.9881056320507,-1838.997270170017,-1844.9773152180446,-1843.5172079363392,-1838.9970228768877,-1837.0017378563912,-1838.9929826167763,-1842.3745136742673,-1841.3211521068322
Bacteroides sp. 3_1_40A,-2495.566000858675,13136.090604734323,-2766.1623589510396,-1221.0129608565733,-73.01110350107011,2251.9962052649025,1700.9867887251673,411.9970982375547,-1732.0221048659191,-2515.9984701177123,16408.768349153244,12025.457418716594,-1066.0122955073184,-1278.0012952012585,7238.386936425681,5097.008482092706,-2768.918364229269,-678.9950826576469,19379.961822610858,2652.742103177075,-2325.997551964895,103.00789067480788,446.9699937681249,-543.0045439709627,-4660.632329285205,1623.9941972402335,915.9957355309149,-4988.005925968929,-238.0016620534573,686.004277974606,978.0026040367276,-678.6659068596642,-5692.014247502477,-1565.9957539127768,-3471.001193840976,12.530098056026587,1038.0070678086402,-5049.91902656878,11863.858505872608,-213.00378723894556,-840.7358423007232,-1363.3308357992387,-353.005140254466,-3628.996591080123,-4168.486182327925,-1150.9976068745248,-16705.74688034663,-1720.008591492304,11732.977048175728,-3206.022289008352,21429.576489064013,9449.367417678206,1327.9899671289343,2043.2846379903822,-1893.981111386836,-1913.9802087866192,4173.989160183342,4704.991662757724,-1403.839156138831,-613.9993732425036,1720.0233864902941,-1597.997668467089,7281.922529766608,-177.695105649738,1981.6819633377204,13799.638592713227,14400.00399837135,-8309.00080600659,-7921.999893358814,-2764.0020715817,84.0295113685871,1544.0106719541684,-4609.013562815513,-2524.8094538936593,-5497.0577585279725,14217.314957627348,-3173.9815114116973,-771.0434678164644,-523.0025780192118,5973.43714750597,5310.339346188465,-3063.998051784167,-1571.9905029890488,-1899.9981177429024,-1840.0057307343827,409.0009967226549,409.3313690768016,410.7885264713664,411.24313546490237,409.91927349512696,407.78561034663267,408.0269037949905,409.8317116795458,409.7210711619242,408.02921899865726,410.7997233711555,408.50898344620094,409.9048272602203,409.66950243157834,409.1351146693111
Mesoplasma florum L1,-2494.6210345254444,13140.363141912836,-2761.16355086928,-1216.313506782887,-77.01469295927419,2256.51091413223,1701.9902252184932,415.95575297804163,-1729.4102517409026,-2576.864496674847,16407.436800711977,12026.287736504011,-1064.0555215551938,-1278.2817561245838,7238.067489437009,5094.780968023389,-2766.7027584937005,-678.9274413129875,19379.651822455253,2652.217241901562,-2327.218480915017,105.25688037330507,377.04685178325303,-542.4628541899061,-4661.368234204729,1623.990357177357,914.9681758523648,-4988.969882501846,-235.62609058193016,688.5164897207117,979.2534433141414,-677.9896089440286,-5690.995417279383,-1564.6976250590935,-3470.943307811157,16.063935446107173,1037.5253661163463,-5054.235832940972,11864.832769971164,-215.25267204608627,-841.6847871973841,-1361.4720869605007,-352.09023572046584,-3626.0222274376592,-4174.048325518796,-1151.0373971368354,-16768.001730386717,-1716.5023330167855,11731.768727923674,-3204.250885775099,21427.026141943887,9448.869571880852,1328.5138358652052,2039.8065372058895,-1892.8099116443748,-1911.9249504191514,4170.481198613276,4631.470070862004,-1401.5344330738217,-614.0058654984181,1722.031727844077,-1598.5265367799175,7275.964449554901,-179.48949376137952,1985.074385287938,13799.046987210131,14400.687982056592,-8308.857304238221,-7923.23147565999,-2833.813523881019,84.9957808325586,1538.3352705227899,-4614.4725059690545,-2527.8954612224798,-5495.770480561838,14219.319189050013,-3170.977760734863,-765.7413530815737,-524.9422785245105,5976.2557539644995,5313.5022884668815,-3062.9929809550913,-1569.3756200049,-1966.8225823413015,-1842.5256725990753,409.3313690768016,-7136.997998777443,-7124.52886799839,-7134.846497475827,-7136.957523610776,-7138.956922101352,-7138.962400769528,-7136.975329409502,-7136.9740991546505,-7136.967627524973,-7136.975418203418,-7135.971341934211,-7136.966312799903,-7133.278424592985,-7134.27789541578
Mesoplasma florum L1,-2484.234638385275,13138.348658704634,-2751.9497077938927,-1224.3541786792766,-80.3038413062105,2262.5210616770905,1702.2238717904524,403.5342476849202,-1722.597905595043,-2578.844617925787,16414.588208920402,12026.911283186206,-1062.4296426555636,-1279.8309348358282,7260.470224373152,5099.004320650904,-2759.4238322254987,-673.0303087335546,19374.189212920097,2655.1654558874284,-2333.175228338683,97.88788237914905,375.03098513951915,-535.875829277056,-4650.7378733993755,1623.8720294383872,916.9400180421767,-5000.550017316086,-235.74307817153638,691.6056510332764,983.1089195081669,-679.1945587078826,-5694.066842147968,-1565.614264604862,-3472.5459974016553,17.084382864766752,1034.7444021417743,-5034.747877264668,11864.160813104507,-217.88432161584834,-839.2533133798213,-1364.0083705812883,-348.4831784961318,-3623.8832950452934,-4170.664936327401,-1151.6179366101746,-16752.147316565613,-1717.11308052571,11730.722483978347,-3201.4461693742883,21422.664764447643,9468.04730585475,1334.2229943615484,2054.925781186564,-1891.8913275781554,-1911.2117671633198,4164.803374927738,4624.239283669112,-1395.0335114867178,-608.8503054229361,1722.9053200490212,-1584.7520604420497,7252.960047884147,-184.55844637515426,1986.9978967661455,13802.904401319522,14393.53651226991,-8300.921542296213,-7921.766278286009,-2836.7012522199248,81.96887855368716,1547.808085384846,-4597.80091862176,-2521.804426693269,-5500.771454927454,14230.637051697948,-3168.8783985074488,-773.8109876072401,-519.8196191979475,5979.4388094146425,5309.778116318299,-3068.9861544722876,-1568.7914146570463,-1963.2251639298224,-1830.205383908166,410.7885264713664,-7124.52886799839,362.99799953859645,363.00139183711497,362.99865252761424,362.9979789366671,362.9992925508548,362.9991659081744,363.00048245373114,362.9998699967987,362.9992767439013,363.00051516994523,363.00027401502854,362.99828572033675,363.0051563908001
Lactobacillus iners ATCC 55195,-2492.2136129621076,13137.995846421454,-2759.757899470457,-1220.9808738989414,-72.1078235033216,2256.475843425476,1700.9657901343144,416.542137189404,-1732.043686780274,-2511.9445388607965,16409.96734058429,12027.01952442343,-1062.033001533102,-1278.0147457500022,7243.8299010274395,5096.554395561741,-2770.046599264875,-680.0426399553013,19381.983172047905,2658.27255431615,-2327.210280115458,101.03704493960021,442.84724480331556,-542.9806135065693,-4659.400675911137,1623.9364909595683,914.9557174527555,-4988.579734550569,-237.0037962040481,693.4581909154992,980.0649595224859,-680.9726214352482,-5692.015168203203,-1564.9675837661407,-3471.9406455486674,15.95177369608596,1036.9871777628587,-5045.159016694284,11867.04279760391,-215.9942865415367,-836.0187243077426,-1364.064834733389,-354.06285349766773,-3624.9221301499115,-4172.936852104427,-1150.9360743927716,-16703.482984572478,-1716.5179309275723,11734.023025765104,-3202.658949581033,21434.014311376493,9468.903872258874,1329.0053566093236,2043.181911373023,-1892.9757560836422,-1913.8455854379727,4168.927441300393,4697.912460380513,-1404.4537214191728,-613.9595930465126,1721.2168395254437,-1597.0094091727524,7259.964032960915,-177.06557284267254,1970.898794032368,13799.008916387493,14400.918837308198,-8308.985088749332,-7920.75278811176,-2767.916097132259,84.0212603003006,1535.9282579755989,-4613.467518615524,-2518.6550921903354,-5498.135240436583,14221.604258043832,-3166.945245650057,-773.085727832645,-528.0134596225006,5974.001503540459,5307.044761529509,-3066.004803068223,-1565.9560994733672,-1901.0315102717686,-1840.0329643909688,411.24313546490237,-7134.846497475827,363.00139183711497,22042.998998983407,22043.48767868755,22041.838777195368,22043.89404356714,22043.651154689178,22043.86377205465,22041.317531121764,22042.663931229177,22044.227674757312,22043.448154779555,22043.60040697417,22043.59378220787
