,Staphylococcus aureus subsp. aureus MRSA252,Streptococcus pyogenes MGAS9429,Staphylococcus aureus subsp. aureus MRSA252,Helicobacter acinonychis str. Sheeba,Vibrio cholerae O1 biovar El Tor str. N16961,Mycobacterium tuberculosis SUMu007,Janibacter sp. HTCC2649,Janibacter sp. HTCC2649,Alicycliphilus denitrificans BC,Escherichia coli SE15,Streptococcus pneumoniae CDC1873-00,Streptococcus pneumoniae CDC1873-00,Mycobacterium smegmatis str. MC2 155,Bacteroides sp. 2_2_4,Bacillus mycoides DSM 2048,Myxococcus xanthus DK 1622,Roseburia intestinalis L1-82,Escherichia sp. 3_2_53FAA,Streptococcus pneumoniae P1031,Bacillus cereus Rock4-2,Helicobacter pylori J99,Roseobacter sp. AzwK-3b,Helicobacter pylori J99,Subdoligranulum variabile DSM 15176,Enterococcus faecalis T1,Borrelia hermsii DAH,Borrelia hermsii DAH,Sphingomonas sp. SKA58,Prochlorococcus marinus str. MIT 9312,Prochlorococcus marinus str. MIT 9312,Acinetobacter baumannii ATCC 17978,Acinetobacter baumannii ATCC 17978,Comamonas testosteroni KF-1,Thiomonas intermedia K12,Thiomonas intermedia K12,Enterococcus faecium E1162,Phaeobacter gallaeciensis BS107,Lactobacillus paracasei subsp. paracasei 8700:2,Streptococcus pneumoniae ATCC 700669,Clostridium perfringens E str. JGS1987,Kangiella koreensis DSM 16069,Agrobacterium radiobacter K84,Escherichia coli O157:H7,Janthinobacterium sp. Marseille,Janthinobacterium sp. Marseille,Francisella tularensis subsp. tularensis SCHU S4,Bacillus cereus F65185,Geobacter lovleyi SZ,Streptococcus pneumoniae 23F,Providencia alcalifaciens DSM 30120,Streptococcus salivarius SK126,Streptococcus sp. oral taxon 071 str. 73H25AP,Acinetobacter sp. 6013150,Alicycliphilus denitrificans BC,Brucella abortus bv. 1 str. 9-941,Brucella abortus biovar 1 str. 9-941,Escherichia coli 042,Escherichia coli 042,Staphylococcus epidermidis SK135,Dehalococcoides sp. CBDB1,Borrelia burgdorferi 72a,Salmonella typhimurium LT2,Porphyromonas endodontalis ATCC 35406,Haemophilus influenzae Rd KW20,Haemophilus influenzae Rd KW20,Lactobacillus jensenii 27-2-CHN,Enterococcus faecium TX0133C,Dehalococcoides sp. BAV1,Sphingopyxis alaskensis RB2256,Rhodococcus erythropolis SK121,Roseovarius nubinhibens ISM,Meiothermus ruber DSM 1279,Meiothermus ruber DSM 1279,Meiothermus ruber DSM 1279,Roseovarius nubinhibens ISM,Lactobacillus vaginalis ATCC 49540,Burkholderia pseudomallei Pasteur 52237,Burkholderia pseudomallei Pasteur,Clostridium botulinum Ba4 str. 657,Lactobacillus brevis ATCC 367,Lactobacillus brevis ATCC 367,Neisseria cinerea ATCC 14685,Burkholderia pseudomallei 1655,Escherichia coli B171,Escherichia coli B171,Bacteroides sp. 3_1_40A,Mesoplasma florum L1,Mesoplasma florum L1,Lactobacillus iners ATCC 55195,Spirochaeta thermophila DSM 6192,Thermus aquaticus Y51MC23,Desulfitobacterium hafniense DCB-2,Shigella dysenteriae 1617,Desulfitobacterium hafniense DCB-2,Lactococcus lactis subsp. lactis KF147,Escherichia coli E24377A,Haemophilus influenzae 22.1-21,Pseudomonas fluorescens Pf0-1,Streptococcus pyogenes MGAS315,Streptococcus pyogenes MGAS315
Phaeobacter gallaeciensis BS107,-2487.9368065856006,13136.66157305167,-2757.5871372555644,-1219.3650203992438,-71.0266790939556,2254.028602117606,1702.0139006626011,412.97660225596354,-1732.8750622317,-2515.205005113736,16409.587574553992,12028.663009851052,-1064.9828377280123,-1278.250811598612,7239.373528916631,5095.784835534119,-2766.0814430029773,-678.8400968160184,19381.63989336683,2655.152084409837,-2325.4700849604405,104.49932970326275,446.84397331425896,-545.6053363269847,-4658.321415450598,1623.9879962907598,919.0182141388218,-4988.0234926735275,-237.71823727915043,686.1232753086355,980.9484576654819,-679.9947196740919,-5690.011716226645,-1567.0706152549553,-3471.9130035350263,15.597921016959956,1038.0009999922338,1038.9963357375855,1038.9659312051679,1036.8274639634544,1039.8794237602337,1037.87654379544,1037.8904090134056,1038.0004202659807,1037.2632732184097,1038.8837481054813,1037.9956097274146,1039.991699286059,1038.9416638731016,1039.845494830903,1038.9667505488796,1038.9760232710598,1037.907490103647,1038.8327570101324,1037.7788911826394,1037.7002298036389,1037.9060206076615,1037.8914877773095,1038.0080383875957,1038.8573094234932,1038.9131368319431,1039.8891009824824,1035.8409814634242,1040.1003097212695,1037.8599636698084,1039.009737796076,1039.0413470218216,1039.1576079556005,1039.8713998720161,1037.8755922941004,1038.8495777928665,1039.8989277860742,1037.8702083827584,1037.902311427717,1038.847761674848,1037.007015467964,1037.8830848931814,1037.885145070724,1038.9365756819623,1037.9650158285253,1037.9686319075,1035.4622683138946,1037.9042663909504,1037.8928712606962,1037.82315244142,1038.0070678086402,1037.5253661163463,1034.7444021417743,1036.9871777628587,1037.9332780076356,1040.034008553944,1037.0039079914443,1039.8682684757864,1038.9729727717631,1039.0061553629284,1037.8835115073957,1039.95777714708,1037.882649264124,1038.983798877032,1038.9913210470295
Lactobacillus paracasei subsp. paracasei 8700:2,-2490.7919367541103,13140.77049875002,-2762.3280323495405,-1219.3574367665378,-72.035405482253,2251.5308662473517,1700.9967257772691,411.9814989866393,-1735.0701663959992,-2579.1806135183624,16410.009344303642,12027.007021707,-1067.2706422766219,-1278.7244144249091,7239.245916071447,5097.530416774855,-2768.0510441235892,-678.2546611341024,19381.995542081087,2651.1898354312207,-2326.4721248081314,103.2115212046775,376.9838989322433,-543.9941591364953,-4658.498267884418,1623.9917542689536,915.9879922252059,-4988.516216950756,-237.93431830680925,696.1763289655639,976.5218800223449,-680.9884126066875,-5692.018198487219,-1565.288049431308,-3471.9472024283555,15.036500777007163,1038.9963357375855,-5055.9969987802315,-5045.144943072748,-5047.438075580041,-5051.033347580255,-5046.831367089726,-5047.466496187358,-5048.666810355459,-5057.222349305818,-5048.28634572444,-5047.980725029889,-5047.730125930796,-5043.208485971793,-5047.738925854918,-5047.697584142936,-5044.339807394758,-5046.700784180326,-5043.309059112669,-5053.936411648239,-5050.376194623338,-5047.775089241429,-5047.9312373545135,-5041.790091033691,-5046.578465840207,-5042.963737481524,-5045.891634546077,-5048.834207154758,-5045.261015842176,-5057.219917846586,-5046.08391792691,-5047.990442604796,-5054.507257226862,-5050.198834690207,-5045.264395829424,-5050.78567779571,-5045.151433154229,-5047.120237943365,-5045.289579631957,-5050.304216329625,-5050.014529167584,-5047.902471491023,-5047.806713895469,-5046.888489299684,-5048.05359641027,-5047.99374632921,-5050.830205042058,-5047.523194287052,-5044.390639879223,-5045.088018195269,-5049.91902656878,-5054.235832940972,-5034.747877264668,-5045.159016694284,-5052.471378291909,-5048.674070327072,-5047.94103546946,-5047.910194242136,-5046.788980926041,-5045.931307292042,-5054.870661917559,-5050.3283557760915,-5050.15615126334,-5045.139732383522,-5044.62173855156
Streptococcus pneumoniae ATCC 700669,-2490.325311800242,13141.568231132056,-2760.7621326456465,-1218.9374214414265,-73.10878911902991,2251.3545704358885,1701.0406214338059,414.4292540742107,-1733.18249357593,-2510.0140234602854,16410.030426527646,12026.005598221296,-1068.7105615142812,-1279.708330525509,7240.622739110201,5095.429542629319,-2763.1441698781723,-676.011052906074,19382.002142648642,2650.725714990667,-2324.9059600947785,105.87036986163903,445.01242833671563,-543.9783950598934,-4658.899188180423,1623.978745563116,917.9921625255898,-4989.522111257704,-238.40727190987295,691.583502239594,980.902920171607,-680.9698872910674,-5691.01544197088,-1568.2508204956043,-3471.472905984828,18.422194838869796,1038.9659312051679,-5045.144943072748,11867.004996903397,11864.66542173527,11871.83253989781,11866.773009348364,11865.71249763207,11865.502298402504,11865.836103379102,11864.869329958374,11867.005918709967,11866.70850458723,11867.006366979029,11865.58781167276,11867.028270579272,11868.020682884315,11866.328145810738,11871.627922165111,11866.289703715962,11865.938879380661,11865.760711957524,11865.74599699262,11867.007717061078,11870.312873780158,11864.399227328919,11865.744917252885,11865.520465704023,11866.264413189178,11866.539391527755,11865.932403282208,11866.046730460977,11871.07657592751,11866.478339880265,11866.674042618815,11865.751781805771,11866.796262329693,11866.591397950959,11866.864734913017,11864.666967602909,11868.0264629761,11865.620108756095,11865.540143985401,11865.811315916319,11866.009103294107,11866.016635305825,11864.890498139033,11865.621882024534,11865.732994839304,11865.662307945926,11863.858505872608,11864.832769971164,11864.160813104507,11867.04279760391,11866.315909019771,11865.60107328176,11866.000591908885,11865.665311200832,11865.99887941898,11867.008291064321,11865.72702336895,11866.095564949479,11866.742744818102,11866.02342133279,11865.051854835077
Clostridium perfringens E str. JGS1987,-2492.614887234005,13136.22225236472,-2762.503312369877,-1219.2755068197382,-78.06555950883256,2256.9791522362807,1703.025520294287,408.44566975050844,-1728.973303837618,-2515.024292382099,16408.585778771925,12027.902438548039,-1064.0225348655822,-1277.984070191974,7240.459251115273,5096.290674056063,-2767.968390722424,-679.0395340814986,19379.520546948883,2653.7773013819397,-2326.983494039631,102.99202245666581,446.9452308221345,-542.9927748257059,-4659.353254881939,1623.9894560559073,916.9901931867162,-4999.071011134271,-238.01347184959573,689.9815091508108,977.9358870590276,-685.0032131672771,-5692.002954151194,-1565.9988412605987,-3470.9942379481977,19.468060614558805,1036.8274639634544,-5047.438075580041,11864.66542173527,-212.99900091718385,-213.99643806666955,-215.07848511511787,-212.99953689914048,-212.55011316605572,-212.77673000265392,-215.19721780820936,-213.99925259671252,-215.03794757466153,-214.61052795597774,-210.99724346141912,-213.01792974825275,-213.57568998432347,-215.58929353943157,-213.00179898234805,-213.7244717335875,-213.9315478480931,-213.00001633431643,-212.99788610979726,-212.99916047632973,-214.38627948990447,-212.32478147492878,-212.998276341431,-211.95965014804224,-214.99116318435395,-214.00544527816004,-213.95371116482988,-213.9935281992141,-215.45306508242356,-212.00495455101856,-212.99359479596026,-213.51101095941925,-213.00017622826257,-213.0262493992691,-213.00650601642474,-214.44682493233066,-215.01376182594282,-211.82183744678633,-211.99698713879272,-212.99585018122275,-213.0051315221486,-213.00663975556557,-216.44644549005542,-211.99822935598556,-212.99976974697492,-212.99738981582155,-213.00378723894556,-215.25267204608627,-217.88432161584834,-215.9942865415367,-213.03397435209828,-214.99371199898934,-212.999828848097,-212.9988592478191,-213.0039386530382,-215.00535229636358,-213.00038821462655,-214.9992451991484,-212.99892965956633,-214.00960169539442,-215.0228301917972
Kangiella koreensis DSM 16069,-2487.732658111633,13138.611831820195,-2748.230383635186,-1220.8256019216967,-69.99558021662124,2256.021630257438,1701.00931787241,412.9748054817656,-1730.9751032789188,-2510.6552626963867,16409.376792933414,12024.418910047028,-1065.0004591251695,-1278.504934496192,7252.318133275308,5094.176167956995,-2763.6561712316984,-678.9528588036006,19374.510589686546,2665.0712778170805,-2325.9925389516625,105.0006320332947,435.472322885807,-545.0085853495184,-4659.35663474778,1623.9823347616543,923.0200947874449,-4988.019993599698,-238.00396169549632,685.9990899951914,982.5516538616574,-675.903433858586,-5690.991588361721,-1564.9839531112348,-3472.0050882605824,17.40276612319419,1039.8794237602337,-5051.033347580255,11871.83253989781,-213.99643806666955,-841.000001173341,-840.6151427874256,-840.9987281495145,-841.1975551215573,-841.0814984706266,-841.49016844919,-841.0092608638756,-839.9037146619143,-842.4007737833265,-841.5112219672577,-842.0360817837344,-840.4156530415112,-840.9670274304743,-840.9997819784613,-838.5503381869011,-838.4533740088427,-841.0110204100962,-841.00032719328,-841.0012635509298,-839.7350445317724,-840.1387247063424,-841.012705025141,-841.9820255609362,-841.0104293748034,-841.0039004000007,-837.9854936029225,-841.9885717708959,-839.0842537535378,-842.0415151017722,-840.9987404663988,-838.169207035205,-840.9974907878316,-841.0000660239223,-841.0032125077958,-841.9116312662011,-842.0199426385448,-841.1419932389437,-841.0110288805821,-841.9597189258914,-843.0298359991745,-843.0318642324723,-840.7303960335573,-841.0091000572106,-840.9984807425558,-841.0018241945767,-840.7358423007232,-841.6847871973841,-839.2533133798213,-836.0187243077426,-841.0084442268125,-840.9770435613418,-840.182719158249,-841.000734333532,-839.6322524939127,-842.0041385744945,-840.9988810144312,-841.0093911859842,-840.999402898727,-842.0181002274992,-842.0151998774336
Agrobacterium radiobacter K84,-2492.61483599066,13141.478742962267,-2760.659439759049,-1220.5143976628904,-71.00723806970215,2253.0270851892615,1702.0058534400978,412.9952941525617,-1732.9665242807173,-2513.730794107966,16409.573493413867,12028.573133218457,-1065.0549970151028,-1277.6679871576475,7240.240892499886,5098.5702617810675,-2767.090789778212,-678.9629500031223,19381.357439479496,2652.0875988151706,-2326.432940283563,104.29413396561893,446.9828704744871,-544.5979131247493,-4659.673247684666,1623.9931523275677,915.9945390719789,-4988.0115612339005,-238.0065135248997,686.0147102545629,977.9841514467996,-680.0141177418686,-5689.999824789964,-1566.6105472643135,-3471.538566025411,11.9633153480894,1037.87654379544,-5046.831367089726,11866.773009348364,-215.07848511511787,-840.6151427874256,-1364.0000011491115,-1362.007545793145,-1362.0399766311143,-1361.4160353939842,-1362.0046976068775,-1362.022498173149,-1363.5131117025467,-1363.0624774118244,-1362.0179576620303,-1363.022987257724,-1363.0047432400972,-1361.0103840686747,-1361.0077704177622,-1374.0321112966558,-1374.0158857526742,-1365.0197796040727,-1365.0051041194304,-1362.0175497832945,-1373.0030871803033,-1363.0573674633454,-1365.0159702537333,-1362.0123236917414,-1362.012072116897,-1362.0077156745972,-1364.0626682099241,-1362.9908348738181,-1370.0667673227154,-1366.0184523078694,-1362.0102350112556,-1363.0340936325247,-1361.00380196183,-1361.996930573791,-1362.0075341139036,-1360.0224659035935,-1362.9763734626042,-1365.0206864326383,-1365.0213348207676,-1363.010547072251,-1363.0160695131885,-1364.0163158457917,-1361.5494856120197,-1365.0208732531046,-1365.007355104436,-1365.0075469230553,-1363.3308357992387,-1361.4720869605007,-1364.0083705812883,-1364.064834733389,-1362.0121060341928,-1362.013723248584,-1363.0033663328663,-1365.0080944279564,-1363.0064823769103,-1363.000081044497,-1365.0047686002792,-1362.011346224261,-1365.0066810579983,-1362.9949473285635,-1363.0227137372624
Escherichia coli O157:H7,-2491.444672077063,13136.84660157471,-2759.4033513417985,-1219.4762153743054,-71.00506110132746,2255.9999184811204,1702.0017130858287,412.99284963819855,-1731.9863451542378,-2514.9752200290677,16409.662076100743,12028.667369812782,-1064.9998437746315,-1278.0026987111771,7239.70145823081,5097.270891537214,-2769.0396711373596,-677.9951485355077,19381.61630827107,2655.308974747731,-2326.9996775832933,103.99772813283177,446.9822258209449,-543.0001415884725,-4659.581561928334,1623.9927368309216,915.9924749345727,-4988.006241366698,-238.00260246750344,685.9988041286341,977.9832534489274,-676.9708716278373,-5689.996921787357,-1565.9985048782517,-3471.003223060801,16.408974134494578,1037.8904090134056,-5047.466496187358,11865.71249763207,-212.99953689914048,-840.9987281495145,-1362.007545793145,-351.999000403269,-351.06400869545115,-350.1546239409928,-352.5999541150229,-352.0126043755483,-352.8390885588565,-351.5953661656303,-352.0013563176587,-355.16444705819737,-352.89569143702363,-350.9987627039318,-351.00009823150015,-351.85184994852096,-351.90740821979836,-352.01297304350425,-352.0003601204402,-352.9949122699706,-350.60012216385525,-352.84310529238996,-352.01315831946374,-351.91697855536006,-352.00347548711,-351.9992815186045,-354.1111586326355,-353.03389062554584,-350.7073445184105,-353.93955049468076,-352.0056868054495,-351.90267208258314,-352.0037340336972,-352.00315086103035,-352.01250090688245,-350.95078979920515,-352.7306128042979,-351.2488516086209,-352.0074952544088,-353.9890027358948,-353.03969708238947,-352.99083678727084,-352.88870910435423,-352.0056919060796,-351.99977449411404,-352.00150740441666,-353.005140254466,-352.09023572046584,-348.4831784961318,-354.06285349766773,-352.0107164880445,-353.05524520481293,-352.9930981949534,-352.00053748656137,-352.98555711575665,-352.99056842501096,-351.9992587640034,-352.00121366315574,-351.99801206533107,-353.7264477407302,-354.68009724312475
Janthinobacterium sp. Marseille,-2488.749377529722,13137.335949216666,-2760.7159993789733,-1221.9620102231243,-71.01882077353959,2249.567025210276,1701.992309576112,412.9761824798332,-1724.887728579131,-2516.9559196301884,16410.516526912437,12028.736227674206,-1065.1682422911756,-1279.4236493434862,7240.014917799401,5094.37775679042,-2767.8991831048966,-677.0556719629456,19381.184906155268,2656.624649183086,-2325.7915000284142,105.47717873520229,437.8446096684371,-544.0018363520669,-4660.253311614229,1623.9969024217457,919.0296124746566,-4988.516701128104,-237.9604140569351,690.7484888377663,980.8608270231874,-678.995840093155,-5685.997093545958,-1566.2266135253499,-3470.811765286965,16.41452972054364,1038.0004202659807,-5048.666810355459,11865.502298402504,-212.55011316605572,-841.1975551215573,-1362.0399766311143,-351.06400869545115,-3629.9980000491723,-3627.98608435894,-3630.0261857529954,-3628.99314196669,-3626.992086021358,-3625.901594269517,-3625.9999889977644,-3627.7560822370037,-3625.9693830645547,-3628.9994256025034,-3628.998778887313,-3631.0020732734583,-3628.005406896596,-3624.997980087472,-3627.9974614756206,-3628.9837194988386,-3626.031905091599,-3625.499470896928,-3625.9973806829275,-3627.0156310652446,-3626.0006890999002,-3625.9924771297797,-3627.7750611773445,-3625.9490352301923,-3626.0153353566766,-3627.982667481328,-3628.9940261186907,-3626.9901898695625,-3625.996989321948,-3625.988625736774,-3625.999570309883,-3629.9876305744165,-3629.9962578565837,-3626.0012275176487,-3625.9977528155014,-3626.9769543066045,-3624.7586318288545,-3624.722787325818,-3631.9965122572403,-3626.001481527642,-3624.9979898493916,-3627.9980773751467,-3628.996591080123,-3626.0222274376592,-3623.8832950452934,-3624.9221301499115,-3624.998761614882,-3625.9712954489873,-3630.9951511031563,-3625.997435207649,-3629.9921310447835,-3628.998864405016,-3625.9975429819524,-3625.006567292314,-3627.7460530985995,-3628.7115087016896,-3629.7160217261503
Janthinobacterium sp. Marseille,-2488.730568360277,13137.925497292801,-2761.7471005043158,-1219.1908902891737,-71.00796148689244,2249.5782739487677,1702.6009974344267,412.99907820817083,-1726.8535140604324,-2516.0128334071737,16409.34048156437,12025.818365974694,-1064.395212248812,-1278.2893039073967,7241.49871991053,5096.2614802035505,-2769.6107990609457,-677.1268694602617,19380.898758396434,2652.8383791187025,-2326.3520173566985,104.07659368374743,447.3860370259242,-543.5132297127695,-4659.222866095342,1623.9985415601752,919.8102317987344,-4988.505162622876,-237.41531045341134,686.1467089865514,981.6786319761861,-680.0049202108652,-5685.99447789779,-1566.0295361643675,-3470.842483897327,14.453385984245925,1037.2632732184097,-5057.222349305818,11865.836103379102,-212.77673000265392,-841.0814984706266,-1361.4160353939842,-350.1546239409928,-3627.98608435894,-4167.998995357138,-4170.524581012901,-4166.030850135844,-4166.519372611132,-4164.048244761263,-4167.0401480381215,-4166.06291791667,-4169.430833029431,-4170.003281828806,-4165.501523196017,-4172.52909737298,-4169.012737423464,-4167.546293687988,-4169.506235769584,-4171.986250769955,-4168.024650341926,-4168.459904113248,-4165.53364613618,-4167.481640275975,-4169.490425036716,-4165.00273912972,-4173.9915865807,-4163.949973417341,-4168.504979362951,-4168.545127420833,-4167.001924343365,-4165.041909079008,-4168.002512112609,-4166.988494795216,-4165.5057520160535,-4167.482754059463,-4172.4933429936755,-4165.534129633685,-4165.5426569703595,-4169.999144583933,-4169.535257520194,-4169.486182818823,-4169.490847898556,-4165.536880538037,-4167.995398747203,-4168.006757454131,-4168.486182327925,-4174.048325518796,-4170.664936327401,-4172.936852104427,-4167.999010019731,-4171.103468630611,-4166.974434589304,-4165.504631100191,-4166.509203139391,-4168.988353086364,-4168.000665880079,-4169.478491227952,-4165.006781714527,-4166.983951976954,-4168.035613018298
Francisella tularensis subsp. tularensis SCHU S4,-2490.1708968744647,13138.338762502102,-2760.330366147482,-1221.245177308811,-72.02080693167329,2251.784288846313,1701.9919143452364,412.94594070785246,-1732.3702620926863,-2516.6811627510756,16409.70385134321,12028.566725505165,-1066.7570037465784,-1278.5650438005966,7241.1403201973635,5093.480212716721,-2767.001400897212,-679.6075825316453,19380.283126183705,2654.967474433236,-2325.474908094875,102.37073121825217,444.52672802384376,-542.9937715180766,-4658.990321896399,1623.9865068454512,915.9876296959726,-4989.536547295859,-236.75492678084342,686.525607388151,978.8373089406417,-682.0060844090054,-5691.006604261774,-1565.9203826686905,-3472.740078830323,16.639327557048418,1038.8837481054813,-5048.28634572444,11864.869329958374,-215.19721780820936,-841.49016844919,-1362.0046976068775,-352.5999541150229,-3630.0261857529954,-4170.524581012901,-1149.9979992232247,-1150.9948476009179,-1151.9730096533929,-1151.9712301857928,-1149.992732474304,-1150.98168968487,-1151.9767199458556,-1149.994168279172,-1149.9929008691017,-1150.9899538479076,-1150.9899736934422,-1149.9959837321333,-1149.995015339842,-1151.0297693767288,-1151.8169227305732,-1151.950058027674,-1149.995805452922,-1150.9940462729503,-1150.9247340525992,-1150.9517805710102,-1151.977500346443,-1149.9583170640178,-1152.1138538702735,-1150.9982079733452,-1150.9915091565822,-1149.983259726801,-1151.0358734332874,-1150.9934777298233,-1151.0020857793852,-1150.0399273658782,-1150.9981799530647,-1149.9966356003906,-1149.995529805497,-1151.991757135988,-1150.9900296227763,-1150.9900536772127,-1150.972587129021,-1149.9960444823782,-1149.9956853936521,-1149.99443558724,-1150.9976068745248,-1151.0373971368354,-1151.6179366101746,-1150.9360743927716,-1150.959044499355,-1149.9864450826278,-1151.9954741265665,-1149.995861698948,-1151.994289322854,-1152.0093552668234,-1149.9967315917504,-1150.9320477424724,-1149.9943461388036,-1150.9813423943235,-1151.983102200271
Bacillus cereus F65185,-2490.912407483966,13142.000153302393,-2761.196604511592,-1219.8497560971307,-71.02187675155017,2252.9907087134047,1702.0065275688162,412.9794623740925,-1733.009793610888,-2515.0038713083127,16409.992057988416,12029.004237568279,-1064.9934051182074,-1278.5152995557805,7240.0594024731645,5097.999338860357,-2765.9820181462683,-679.0105323478343,19381.996948915843,2651.994638647582,-2325.9990151911643,103.99797319893108,446.96000785276897,-544.999376342674,-4658.997758236331,1623.992101470029,918.0009201002933,-4988.013435369715,-237.83864063123426,685.8361638761918,978.0026203938983,-680.0125742460376,-5690.00832632765,-1565.9970204509927,-3470.9975872837063,16.030983971244673,1037.9956097274146,-5047.980725029889,11867.005918709967,-213.99925259671252,-841.0092608638756,-1362.022498173149,-352.0126043755483,-3628.99314196669,-4166.030850135844,-1150.9948476009179,-16704.998001613676,-16707.497847782728,-16706.413260790236,-16703.11853399824,-16706.25439399779,-16774.35666708584,-16705.65313354683,-16706.912257945496,-16704.17569074175,-16704.240846134646,-16704.41199891422,-16704.241867138466,-16704.870005014982,-16704.44600545504,-16765.255013264454,-16704.14567235151,-16771.454215152797,-16772.38589827872,-16705.03928182558,-16700.77425197326,-16772.731545038983,-16709.805140280063,-16702.69246499543,-16703.85089190744,-16705.597515213805,-16703.924034055675,-16704.50363399657,-16704.276866407934,-16705.14641842491,-16710.924095967413,-16705.91591941584,-16704.966243953673,-16705.752007735508,-16705.157717948554,-16705.31737824906,-16705.86697051496,-16705.007423649986,-16700.388791099544,-16700.482024333614,-16705.74688034663,-16768.001730386717,-16752.147316565613,-16703.482984572478,-16704.23646075931,-16705.837032584037,-16707.999604322857,-16704.387512306574,-16706.1947540279,-16774.22108611388,-16704.344374428714,-16771.202066432743,-16704.04110140989,-16771.26451836113,-16770.80967390741
